basin_id,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens,lit_dom,bedrk_dep,perm_verylow_glob,perm_low_glob,perm_medium_glob,perm_high_glob,lit_fra_su,lit_fra_ss,lit_fra_sm,lit_fra_sc,lit_fra_mt,lit_fra_pi,lit_fra_py,lit_fra_vi,lit_fra_ev,lit_fra_ig,lit_fra_pa,lit_fra_pb,lit_fra_va,lit_fra_vb,root_dep_mean,root_dep_max,root_dep_min,soil_tawc_mean,soil_fra_sand_mean,soil_fra_silt_mean,soil_fra_clay_mean,soil_fra_grav_mean,soil_bd_mean,soil_oc_mean,lai_mean,ndvi_mean,lulc_2006_urban,lulc_2006_NonIrriAgri,lulc_2006_Agric,lulc_2006_forest,lulc_2006_grass,lulc_2006_agriculture,dam_num,res_num,lakes_num,lakes_tot_area,lakes_tot_vol,sno_cov_mean,irri_1990,irri_2005,stations_num_p_mean
ES000172,2073,SAHAGUN                            ,ES,ES_CEDEX,,-5.03802236,42.37044177,-5.038022368364408,42.37044177620158,800,725.0,742.162,0,-2.3671724137931083,1931-05-20,2019-09-30,79,932,28350,28124,3926.0,0.0,28350.0,0.0,D,,539,2,"['ES000172', 'ES000203']",0.809,0.475,1.885,2.642,0.604,161.652,35.51,0.033,2.503,7.398,3.108,65.336,23.859,0.007,1.702,2.477,1.455,-0.35,0.039,20.097,1.269,1.0,260.413,6.182,4.0,1808.371,1027.884,798.819,6.396,40.819,11.345,0.477,0.188,9,10.751,0.0,0.0,44.568999999999996,55.432,14.989,40.443,41.016,3.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.349,150.0,30.0,49.808,40.964,37.466,21.57,9.745,1.4,1.809,0.112,0.512,0.002,0.307,0.085,0.43099999999999994,0.17500000000000002,0.392,0.0,0.0,0.0,0.0,0.0,1.549,39.218,34.31,0.0
DEBY0450,12405005,Ostallgäu,DE,DE_BY,Wertach,10.64295183240698,47.82630672774866,10.64295183240698,47.82630672774866,693.98,451.0,443.095,0,1.752771618625271,1920-11-01,2023-08-19,104,1192,35545,35125,2002.0,0.0,35545.0,0.0,C,,2,9,"['DEBY0450', 'DEBY0542', 'DEBY0564', 'DEBY0632', 'DEBY0788', 'DEBY0818', 'DEBY0851', 'DEBY0882', 'DEBY0883']",2.364,0.613,1.393,1.903,0.611,195.379,23.598,0.643,6.259,1.086,1.396,4.52,6.553,0.0,3.842,1.995,0.519,0.362,0.115,15.321,1.184,4.0,202.055,3.509,1.0,1877.024,879.356,694.964,5.532,45.094,8.482,0.513,0.206,11,11.789,0.0,0.0,29.893,69.876,69.876,0.0,21.694,8.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.982,130.0,0.0,59.035,43.812,34.751,20.765,6.641,1.319,3.49,0.218,0.624,0.031,0.0,0.657,0.258,0.033,0.657,1.0,1.0,3.0,1.53,17.54,15.625,0.0,0.0,43.0
AT000458,210260,Burg,AT,AT_EHYD,Pinka,16.41301293,47.20544306,16.41301293142565,47.20544306964329,238,664.1,667.285,0,-0.4795964463183173,1988-01-01,2021-12-31,34,408,12419,12419,0.0,0.0,12419.0,0.0,B,,2,7,"['AT000452', 'AT000453', 'AT000454', 'AT000455', 'AT000456', 'AT000457', 'AT000458']",0.365,0.187,1.599,1.552,0.692,190.364,46.674,0.103,0.901,2.47,1.647,6.588,3.5,0.0,1.98,2.305,1.164,0.599,0.068,22.219,1.178,4.0,262.209,4.665,2.0,1590.372,468.047,242.185,6.973,29.181,9.808,0.554,0.21,9,6.521,0.0,39.255,60.696,0.05,0.05,0.0,60.696,0.0,39.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.637,130.0,30.0,54.657,43.038,36.186,20.776,5.716,1.407,1.14,0.17,0.607,0.062,0.335,0.14500000000000002,0.45599999999999996,0.0,0.48000000000000004,0.0,0.0,1.0,0.11,0.49,4.786,0.0,4.428,22.0
DEBW0290,Pforzheim Enz,Pforzheim Enz,DE,DE_BW,,8.729510739008402,48.89705284823217,8.7295107390084,48.89705284823217,241.23,1480.0,1480.358,0,-0.0241891891891856,1983-11-01,2023-10-10,41,480,14572,12409,17.0,0.0,14572.0,0.0,B,,1,18,"['DEBW0273', 'DEBW0274', 'DEBW0275', 'DEBW0276', 'DEBW0277', 'DEBW0278', 'DEBW0279', 'DEBW0280', 'DEBW0281', 'DEBW0282', 'DEBW0283', 'DEBW0284', 'DEBW0285', 'DEBW0286', 'DEBW0287', 'DEBW0288', 'DEBW0289', 'DEBW0290']",1.008,0.395,1.665,1.771,0.7,157.189,23.535,0.302,2.638,1.338,2.12,0.076,3.0,0.0,2.569,2.092,0.814,0.039,0.063,16.015,1.184,4.0,217.403,3.849,1.0,985.505,570.378,243.168,6.843,31.106,12.377,0.66,0.185,10,1.045,0.791,0.0,39.11,60.071,0.202,59.869,11.774,27.336,0.0,0.0,0.0,0.0,0.0,0.0,0.791,0.0,0.0,0.0,117.136,130.0,30.0,52.11,39.441,37.115,23.444,9.29,1.313,1.661,0.189,0.642,0.09,0.122,0.21600000000000003,0.529,0.037,0.338,0.0,0.0,1.0,0.19,1.64,6.838,0.0,0.193,72.0
FR002936,Y353401001,Y3534010,FR,FR_EAUFRANCE,Le Vieux Vistre [lit mineur] au Cailar,4.244717,43.670541,4.244717,43.670541,1,490.0,488.521,0,0.3018367346938744,1969-01-01,2023-09-30,54,613,18262,3838,1734.0,17220.0,417.0,625.0,C,,759,12,"['FR004917', 'FR004918', 'FR004919', 'FR004920', 'FR002929', 'FR002930', 'FR002931', 'FR002932', 'FR002933', 'FR002934', 'FR002935', 'FR002936']",0.628,0.327,1.402,2.054,0.643,147.842,40.339,0.142,1.752,5.709,2.731,11.981,6.93,0.0,1.932,2.858,1.48,-0.167,0.007,23.022,1.311,1.0,295.245,7.482,4.0,214.359,70.198,2.81,2.115,75.463,0.315,0.624,0.136,11,22.755,0.0,0.0,37.355999999999995,62.644,62.644,0.0,36.044,1.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.222,130.0,30.0,49.62,39.474,36.287,24.238,13.211,1.383,1.011,0.104,0.515,0.20500000000000002,0.019,0.5730000000000001,0.108,0.08500000000000002,0.5920000000000001,0.0,0.0,1.0,0.12,0.15,0.168,61.668,25.6,8.0
DESN1624,562040,Niederschlema,DE,DE_SN,Zwickauer Mulde,12.67911853460406,50.63155242858861,12.67911853460406,50.63155242858862,314.286,755.0,753.433,0,0.2075496688741731,1927-11-01,2023-10-10,97,1140,34678,21550,365.0,0.0,34678.0,0.0,B,,42,11,"['DESN1532', 'DESN1533', 'DESN1580', 'DESN1604', 'DESN1605', 'DESN1613', 'DESN1624', 'DESN1640', 'DESN1648', 'DESN1654', 'DESN1685']",1.412,0.574,1.963,2.051,0.657,180.429,34.119,0.341,3.819,1.228,2.697,6.773,4.632,0.0,2.464,1.857,0.754,0.176,0.158,15.334,1.199,4.0,214.709,3.668,1.0,1214.165,701.878,319.981,7.351,15.874,7.556,0.601,0.169,2,1.024,41.519999999999996,57.437,0.0,0.423,0.423,0.0,0.0,0.0,57.437,0.0,0.0,0.0,0.0,0.0,39.61,0.0,0.0,1.91,112.503,130.0,0.0,53.788,47.044,32.995,19.024,7.695,1.367,3.474,0.182,0.621,0.081,0.06,0.16199999999999998,0.646,0.04,0.22199999999999998,8.0,8.0,7.0,5.14,88.78,14.055,9.109,0.0,47.0
AT000179,204875,Oberkappel,AT,AT_EHYD,Ranna,13.77002776,48.55127642,13.77002776316189,48.5512764248228,492,132.5,134.221,0,-1.2988679245283046,1951-01-01,2021-12-31,70,840,25568,17532,365.0,0.0,25568.0,0.0,B,,2,2,"['AT000179', 'DEBY0735']",1.924,0.707,1.19,1.367,0.703,173.206,23.88,0.715,4.86,1.729,1.391,,,0.0,2.713,2.02,0.744,0.184,0.132,17.593,1.22,4.0,220.859,3.834,1.0,931.984,693.93,494.843,7.537,11.515,4.317,0.766,0.13,2,1.051,13.502,86.498,0.0,0.0,0.0,0.0,0.0,0.0,84.47,2.028,0.0,0.0,0.0,0.0,13.502,0.0,0.0,0.0,123.636,130.0,30.0,45.061,62.72,23.568,13.712,8.076,1.498,2.159,0.176,0.584,0.022,0.037,0.48,0.46099999999999997,0.0,0.517,0.0,0.0,1.0,0.13,0.65,14.209,1.571,1.842,15.0
DEBY0771,24461003,Bad Kissingen,DE,DE_BY,Lauter,9.96689007437972,50.21990942898864,9.96689007437972,50.21990942898864,293.06,12.8,12.402,0,3.1093750000000115,1966-11-01,2023-04-04,58,638,18694,18324,1915.0,0.0,18694.0,0.0,C,,1,1,['DEBY0771'],0.918,0.417,2.395,2.924,0.566,140.184,29.172,0.132,2.856,11.528,2.021,58.048,10.175,0.0,2.166,1.99,0.919,0.012,0.074,16.777,1.162,4.0,226.37,4.062,3.0,543.975,405.235,298.441,4.386,36.078,0.0,0.557,0.0,10,1.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,51.537,43.154,37.692,19.154,9.0,1.377,1.477,0.145,0.586,0.05,0.43,0.2,0.31999999999999995,0.0,0.63,0.0,0.0,0.0,0.0,0.0,5.698,,,7.0
GB000629,83006,Ayr at Mainholm,GB,GB_NRFA,Ayr at Mainholm,-4.59,55.46,-4.59,55.46,2.5,579.03,579.156,0,-0.0217605305424548,1976-08-01,2021-09-30,46,542,16497,16497,0.0,0.0,16497.0,0.0,B,,1172,3,"['GB000627', 'GB000628', 'GB000629']",2.417,0.65,0.922,3.494,0.425,116.178,19.599,0.224,9.463,17.402,1.426,93.41,9.904,0.0,3.489,1.545,0.443,-0.149,0.023,8.804,1.087,1.0,174.964,3.34,3.0,585.171,220.719,2.367,3.865,43.248,0.345,0.633,0.2,11,4.417,15.553,0.148,18.672,65.62899999999999,34.714,30.915,10.063,8.609,0.077,0.071,0.0,0.0,0.0,0.0,0.11,0.0,0.562,14.881,119.192,130.0,0.0,91.656,36.16,33.103,30.565,1.935,0.963,12.852,0.169,0.638,0.019,0.074,0.391,0.113,0.16899999999999998,0.465,0.0,0.0,1.0,0.17,0.97,5.474,1.145,0.0,4.0
FR004380,P831252001,La Dronne Ã  Bonnes,FR,FR_EAUFRANCE,La Dronne à Bonnes,0.151522,45.238329,0.151522,45.238329,36,1935.0,1899.813,0,1.8184496124030955,1970-01-01,2023-09-30,54,634,19243,14518,388.0,18223.0,768.0,252.0,B,,541,13,"['FR004376', 'FR004377', 'FR004378', 'FR004379', 'FR004380', 'FR001966', 'FR001967', 'FR001968', 'FR001969', 'FR001970', 'FR001971', 'FR001972', 'FR001973']",0.874,0.369,1.756,2.662,0.659,148.143,22.912,0.126,2.683,4.406,3.5,39.536,12.123,0.0,2.359,2.553,1.082,-0.165,0.007,16.695,1.231,2.0,230.166,4.595,4.0,547.81,175.181,36.097,4.016,41.52,0.193,0.534,0.186,8,1.162,2.641,14.455,78.041,4.862,4.482,0.38,7.652,70.389,14.455,0.0,0.0,0.0,0.0,0.0,2.379,0.262,0.0,0.0,97.053,130.0,30.0,47.779,44.837,29.149,26.014,8.626,1.399,1.179,0.151,0.644,0.012,0.242,0.373,0.354,0.016,0.615,1.0,1.0,2.0,0.78,3.63,0.579,138.666,142.055,4.0
DENW1088,2822900000200,Gemünd,DE,DE_NW,Urft,6.491249509221992,50.57771619987484,6.491249509221992,50.57771619987484,"326,36",344.55,344.695,0,-0.0420838775213994,1951-01-11,2021-12-06,71,852,25454,25231,444.0,0.0,25454.0,0.0,B,,13,5,"['DENW1088', 'DENW1109', 'DENW1132', 'DENW1225', 'DENW1244']",1.169,0.477,1.343,2.24,0.497,147.588,24.531,0.213,3.777,7.074,1.57,23.605,3.47,0.0,2.449,1.852,0.756,-0.053,0.071,14.423,1.174,2.0,209.892,3.733,3.0,686.528,528.693,324.39,6.173,27.155,6.022,0.651,0.154,8,1.041,0.0,3.665,83.996,11.853,0.0,11.853,0.0,83.996,3.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5,130.0,0.0,50.677,41.321,38.126,19.671,10.218,1.398,1.502,0.195,0.652,0.048,0.07,0.34900000000000003,0.484,0.045,0.41900000000000004,1.0,1.0,1.0,0.77,19.3,7.6,0.0,0.0,17.0
DEHE0964,41860900,hoheneiche,DE,DE_HE,Sontra,9.973705152852531,51.11903819073069,9.973705152852531,51.11903819073069,189.64,224.6,224.311,0,0.1286731967942953,1977-11-01,2023-11-01,47,553,16802,16802,0.0,0.0,16802.0,0.0,B,,69,1,['DEHE0964'],0.602,0.307,1.035,1.722,0.779,168.227,23.003,0.225,1.302,0.569,1.368,0.022,1.0,0.0,1.959,2.019,1.031,0.136,0.055,16.641,1.148,4.0,227.621,4.031,3.0,514.227,344.823,192.716,7.298,16.032,6.072,0.605,0.13,8,1.022,0.0,0.0,60.536,39.463,0.0,39.463,9.474,51.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.288,130.0,30.0,52.214,37.027,34.261,28.712,8.311,1.321,1.416,0.161,0.591,0.030000000000000002,0.402,0.195,0.365,0.009,0.597,0.0,0.0,0.0,0.0,0.0,5.961,1.874,0.022,23.0
AT000252,210815,Selzthal,AT,AT_EHYD,Paltenbach,14.30563386,47.54781969,14.30563386024579,47.54781969393749,633,368.7,367.515,0,0.3213995117982106,1951-01-01,2021-12-31,71,852,25933,25933,0.0,0.0,25933.0,0.0,B,,2,1,['AT000252'],2.284,0.737,1.083,1.659,0.766,228.229,12.838,0.809,5.431,0.056,2.0,0.507,4.5,0.0,3.088,1.727,0.559,0.517,0.18,16.14,1.165,4.0,212.626,3.495,2.0,2419.141,1311.715,630.309,22.372,4.998,78.301,0.593,0.149,2,0.791,1.033,68.824,30.143,0.0,0.0,0.0,16.844,13.299,68.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.033,0.0,71.902,130.0,30.0,44.915,55.207,29.188,15.606,9.677,1.473,1.624,0.154,0.525,0.025,0.003,0.119,0.559,0.287,0.122,0.0,0.0,1.0,0.26,0.64,22.265,0.0,0.0,14.0
DEHE0933,24960307,eppstein,DE,DE_HE,Schwarzbach,8.399583487157404,50.1367473651795,8.399583487157404,50.1367473651795,174.65,108.7,109.279,0,-0.5326586936522479,1955-11-01,2023-10-16,69,801,24293,16983,529.0,0.0,24293.0,0.0,B,,1,1,['DEHE0933'],0.655,0.35,1.865,2.222,0.632,152.281,25.483,0.141,2.032,4.857,2.429,14.452,5.369,0.0,1.853,2.093,1.13,0.102,0.042,17.879,1.15,4.0,236.955,4.241,3.0,811.126,376.2,178.941,7.785,9.392,5.804,0.704,0.141,2,1.005,0.0,80.939,19.061,0.0,0.0,0.0,0.0,19.061,80.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.586,130.0,30.0,51.171,45.072,35.613,19.315,7.694,1.426,1.506,0.202,0.638,0.091,0.09,0.182,0.638,0.0,0.272,0.0,0.0,0.0,0.0,0.0,3.568,0.546,0.022,25.0
DEBW0175,Gerbertshaus Schussen,Gerbertshaus Schussen,DE,DE_BW,,9.534901287558547,47.672575819708,9.534901287558547,47.672575819708,401.56,782.0,776.126,0,0.751150895140668,1981-06-01,2023-10-10,43,509,15472,15472,0.0,0.0,15472.0,0.0,B,,1,6,"['CH000246', 'CH000247', 'DEBW0172', 'DEBW0173', 'DEBW0174', 'DEBW0175']",1.228,0.433,1.405,1.437,0.659,167.976,28.398,0.412,3.232,1.141,1.371,0.095,2.0,0.0,2.789,2.104,0.754,0.37,0.06,17.09,1.186,4.0,219.621,3.803,1.0,765.676,579.704,401.09,3.208,61.502,0.719,0.602,0.178,11,15.168,0.0,0.0,5.65,94.273,92.081,2.192,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,56.62,47.588,33.032,19.38,6.263,1.438,0.761,0.183,0.622,0.064,0.139,0.506,0.27,0.0,0.645,0.0,0.0,11.0,1.8,6.13,7.906,0.919,2.204,37.0
ES000103,2002,GARRAY-SORIA                       ,ES,ES_CEDEX,,-2.45496128,41.79709621,-2.454961287072769,41.79709621827146,1007,1500.0,1455.457,0,2.969533333333326,1914-01-01,2019-09-30,96,1114,32486,19358,6138.0,0.0,32486.0,0.0,D,,539,6,"['ES000101', 'ES000102', 'ES000200', 'ES000262', 'ES000311', 'ES000103']",0.603,0.392,1.586,1.95,0.68,204.309,36.659,0.089,1.514,2.197,2.435,33.748,7.607,0.0,1.538,2.71,1.762,-0.209,0.062,21.743,1.275,1.0,268.413,6.062,4.0,2198.785,1260.556,1006.107,7.22,29.825,11.109,0.583,0.157,9,2.491,0.0,0.0,86.519,12.211,12.211,0.0,84.319,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.032,150.0,0.0,49.15,40.244,36.268,21.979,9.32,1.374,1.689,0.124,0.545,0.002,0.179,0.033,0.544,0.226,0.212,1.0,1.0,2.0,14.69,231.07,2.632,2.698,10.74,1.0
FR000203,B115001001,B1150010,FR,FR_EAUFRANCE,La Meuse à Domrémy-la-Pucelle,5.676029,48.439999,5.676029,48.439999,267,1031.0,1032.435,0,-0.1391852570320024,1969-01-01,2023-09-30,55,591,17732,15400,2264.0,17706.0,0.0,26.0,D,,13,5,"['FR000202', 'FR003310', 'FR003311', 'FR003312', 'FR000203']",1.084,0.445,1.685,4.41,0.466,124.186,24.675,0.054,4.411,26.483,3.623,128.976,24.524,0.0,2.416,2.167,0.897,-0.044,0.034,15.566,1.182,1.0,220.206,4.066,4.0,504.262,371.013,270.313,3.679,59.19,1.082,0.618,0.18,8,1.1,0.0,0.0,99.383,0.617,0.617,0.0,18.63,80.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.656,130.0,30.0,51.148,33.217,32.025,34.758,8.943,1.333,1.079,0.19,0.653,0.028,0.185,0.434,0.331,0.018,0.619,0.0,0.0,0.0,0.0,0.0,2.669,0.077,0.056,8.0
DK000047,57000055, NS. HARRESTED Å,DK,DK_ODA,SALTØ Å,11.64258247,55.22382883,11.64258247663511,55.22382883047366,,146.3223,147.948,0,-1.1110404907522602,1984-01-01,2022-12-31,39,468,14245,14245,0.0,14245.0,0.0,0.0,A,,232,3,"['DK000042', 'DK000047', 'DK000373']",0.576,0.384,0.979,5.119,0.509,125.632,23.978,0.009,2.499,28.179,5.16,137.51,28.833,0.0,1.481,1.419,0.958,0.199,0.038,16.072,1.149,4.0,243.427,4.461,3.0,87.665,27.953,0.861,0.851,99.391,0.0,0.549,0.198,11,43.355,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,51.025,47.061,33.318,19.622,6.743,1.431,0.93,0.13,0.532,0.016,0.891,0.011,0.079,0.003,0.902,0.0,0.0,0.0,0.0,0.0,5.279,2.861,3.124,2.0
FR003326,B435201001,L'Othain Ã  Othe,FR,FR_EAUFRANCE,L'Othain à Othe,5.440395,49.494173,5.440395,49.494173,190,247.0,245.287,0,0.6935222672064753,1967-12-19,2023-09-30,57,508,12473,6847,7902.0,6614.0,0.0,5859.0,E,,13,3,"['FR000218', 'FR000219', 'FR003326']",1.238,0.481,1.903,3.666,0.583,137.143,20.108,0.137,3.945,5.546,2.212,62.129,22.404,0.0,2.474,2.16,0.873,-0.116,0.031,16.505,1.195,2.0,219.458,4.169,4.0,331.514,254.346,191.12,2.689,70.263,0.23,0.505,0.229,8,1.364,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,54.022,27.792,30.371,41.837,7.62,1.295,1.032,0.142,0.578,0.027999999999999997,0.611,0.224,0.126,0.009,0.835,0.0,0.0,1.0,0.19,1.04,2.489,0.287,0.102,4.0
GB000450,54011,Salwarpe at Harford Hill,GB,GB_NRFA,Salwarpe at Harford Hill,-2.19,52.26,-2.19,52.26,19,186.52,186.663,0,-0.0766673815140471,1961-10-01,2021-09-30,54,621,18902,10531,3013.0,0.0,18902.0,0.0,D,,1095,2,"['GB000450', 'GB000477']",0.63,0.322,2.061,1.577,0.631,151.74,33.08,0.18,1.815,5.778,1.51,0.966,5.0,0.0,1.972,1.869,0.948,0.011,0.017,15.757,1.131,1.0,225.379,3.923,4.0,297.718,84.534,22.603,2.209,76.866,0.0,0.652,0.162,9,1.097,0.0,0.0,63.129,36.871,1.625,35.246,63.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.203,130.0,70.0,53.424,44.497,34.267,21.235,5.348,1.423,0.927,0.118,0.632,0.139,0.471,0.342,0.021,0.0,0.813,1.0,1.0,1.0,0.19,0.45,1.638,2.599,4.055,3.0
DETH2059,4200200000,Meiningen,DE,DE_TH,Werra,10.415,50.574,10.415,50.574,,1170.0,1170.0,0,0.0,1918-11-01,2021-12-31,104,1226,37317,27820,365.0,0.0,37317.0,0.0,B,,69,8,"['DETH2057', 'DETH2058', 'DETH2059', 'DETH2064', 'DETH2065', 'DETH2066', 'DETH2067', 'DETH2068']",1.05,0.459,1.137,2.057,0.656,153.493,28.581,0.244,2.969,2.236,2.776,10.361,5.874,0.0,2.283,1.948,0.853,0.021,0.1,15.579,1.142,4.0,217.988,3.868,3.0,981.475,505.937,283.64,8.033,19.347,13.077,0.62,0.179,10,1.071,13.345,11.014,26.933,48.541,2.425,46.116,2.797,24.136,10.831,0.183,0.0,0.0,0.0,0.0,3.108,0.0,5.221,5.016,103.943,130.0,0.0,48.655,53.123,27.82,18.972,7.869,1.472,1.624,0.159,0.578,0.056,0.22,0.166,0.5429999999999999,0.003,0.386,4.0,3.0,3.0,1.38,26.58,9.239,45.887,1.299,77.0
DK000641,20000026, HAGEBRO,DK,DK_ODA,KARUP Å,9.007454185,56.40730446,9.007454185278071,56.40730446359313,,518.4022,519.093,0,-0.1332556073257342,1966-01-01,2022-12-31,57,684,20819,20819,0.0,20819.0,0.0,0.0,A,,228,14,"['DK000640', 'DK000643', 'DK000644', 'DK000645', 'DK000646', 'DK000647', 'DK000655', 'DK000657', 'DK000700', 'DK000719', 'DK000720', 'DK000723', 'DK000726', 'DK000641']",1.079,0.517,0.365,0.663,0.898,162.411,8.228,0.699,1.66,,,,,0.0,2.063,1.62,0.785,0.099,0.048,15.566,1.122,1.0,223.757,4.127,3.0,125.584,56.74,10.042,0.914,96.96,0.0,0.596,0.154,11,42.585,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,42.817,82.51,10.992,6.498,2.66,1.63,4.143,0.146,0.601,0.035,0.46,0.188,0.168,0.136,0.648,0.0,0.0,2.0,0.3,0.57,5.296,94.461,96.721,3.0
SE000211,2371,ATTORP,SE,SE_SMHI,FLIAN,13.3493,58.3569,13.3493,58.3569,,663.1,663.749,0,-0.0978736238877998,1985-10-16,2023-04-10,39,451,13691,13691,0.0,13595.0,0.0,96.0,A,,1693,2,"['SE000199', 'SE000211']",0.729,0.386,0.823,1.899,0.77,160.056,27.066,0.117,1.666,,,27.345,14.643,0.0,1.8,1.635,0.909,0.259,0.132,17.974,1.155,4.0,239.894,4.24,3.0,336.92,184.884,99.669,1.919,82.306,0.429,0.746,0.168,8,23.466,22.551,0.0,67.737,0.0,0.0,0.0,0.0,67.737,0.0,0.0,0.0,0.0,0.0,0.0,22.551,0.0,0.0,0.0,74.69,130.0,30.0,50.834,52.275,30.253,17.472,12.528,1.291,4.491,0.161,0.566,0.012,0.425,0.13,0.329,0.025,0.5549999999999999,0.0,0.0,16.0,7.45,13.44,10.842,2.863,5.391,13.0
DESN1566,554520,Großdittmannsdorf,DE,DE_SN,Schwarze Elster,13.77294443195545,51.19833177997644,13.77294443195545,51.19833177997644,148.02000000000001,299.0,295.066,0,1.3157190635451592,1920-11-01,2023-10-10,102,1200,36503,28103,1096.0,0.0,36503.0,0.0,B,,46,3,"['DESN1566', 'DESN1586', 'DESN1637']",0.659,0.345,1.569,1.762,0.683,163.917,32.372,0.149,1.733,2.422,1.798,13.443,6.767,0.0,1.911,2.068,1.082,0.238,0.066,17.634,1.216,4.0,236.996,4.01,3.0,421.064,245.592,152.981,2.193,77.639,0.013,0.652,0.175,2,1.341,12.525,26.917,24.024,26.26,25.933,0.327,24.024,0.0,26.917,0.0,0.0,0.0,0.0,0.0,12.525,0.0,0.0,0.0,130.0,130.0,130.0,55.045,52.052,31.341,16.607,4.634,1.437,1.673,0.151,0.572,0.113,0.415,0.154,0.30700000000000005,0.003,0.569,0.0,0.0,1.0,0.26,0.84,6.867,0.057,0.0,27.0
FR003431,F410000601,Le Loing Ã  Montbouy,FR,FR_EAUFRANCE,Le Loing à Montbouy,2.821666,47.860825,2.821666,47.860825,110,409.0,414.159,0,-1.2613691931540325,1980-10-31,2023-09-30,44,516,15483,3939,192.0,14004.0,56.0,1423.0,C,,677,2,"['FR000315', 'FR003431']",0.419,0.205,2.488,2.989,0.562,144.182,26.726,0.038,1.584,13.503,3.215,68.228,7.942,0.0,2.031,2.349,1.157,-0.031,0.017,17.321,1.152,1.0,235.159,4.353,4.0,369.468,194.871,108.697,1.71,84.4,0.0,0.5,0.218,8,2.193,0.0,0.0,55.201,44.799,39.324,5.475,14.893,40.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.245,130.0,30.0,54.84,53.108,29.463,17.429,3.607,1.487,1.198,0.147,0.618,0.02,0.487,0.177,0.304,0.005,0.6639999999999999,1.0,1.0,2.0,1.6,6.35,0.894,27.631,35.372,4.0
GB000418,50007,Taw at Taw Bridge,GB,GB_NRFA,Taw at Taw Bridge,-3.89,50.85,-3.89,50.85,84.5,72.23,72.249,0,-0.0263048594766596,1973-11-12,2021-09-30,49,575,17463,12372,27.0,0.0,17463.0,0.0,B,,1079,1,['GB000418'],2.212,0.716,1.152,3.219,0.52,116.614,17.945,0.214,7.999,10.792,1.54,80.232,13.092,0.0,2.946,1.664,0.565,-0.191,0.004,12.219,1.106,1.0,198.177,3.944,4.0,603.446,234.455,87.249,4.906,33.288,1.719,0.421,0.169,10,1.047,20.539,0.0,5.387,74.074,0.0,74.074,0.0,5.387,0.0,0.0,0.0,0.0,0.0,0.0,20.539,0.0,0.0,0.0,114.928,130.0,30.0,59.009,43.783,35.855,20.362,4.507,1.373,2.644,0.185,0.678,0.01,0.339,0.38,0.027,0.106,0.7190000000000001,0.0,0.0,0.0,0.0,0.0,2.35,0.001,0.006,2.0
